image_id,actual,label,outlet_code,news_genre,confidence,headlines
PA_01_BIZ_024,Real,0,PA,BIZ,0.7153,পাঁচ বছরে বদলে যাবে পোশাক খাতের প্রতিযোগিতা। নিজের কারখানায় লেখক শেখ এইচ এম মোস্তাফিজ।
PA_01_BIZ_028,Real,0,PA,BIZ,0.6095,"দেশে ৪ বছরে তরমুজ উৎপাদন বেড়ে দ্বিগুণ। কৃষি সম্প্রসারণ অধিদপ্তরের তথ্যানুযায়ী, গত ২০২০-২১ অর্থবছরে যেখানে ১৭ লাখ ৮৯ হাজার টন তরমুজ উৎপাদন হয়েছে, সেখানে সর্বশেষ ২০২৪-২৫ অর্থবছরে তা বেড়ে ৩৫ লাখ ৫২ হাজার টনে উঠেছে। মাঝে ২০২১-২২ অর্থবছরে ২৫ লাখ ৮৯ হাজার টন ও ২০২২-২৩ অর্থবছরে ৩৬ লাখ ৩৬ হাজার টন তরমুজ উৎপাদন হয়েছে।"
PA_01_BIZ_049,Real,0,PA,BIZ,0.6799,উড়োজাহাজের জ্বালানির দাম এবার বাড়ল লিটারে ২৫ টাকা
PA_01_BIZ_050,Real,0,PA,BIZ,0.6497,"জ্বালানি-সংকটে ভুগছে শিল্পকারখানা, মধ্যপ্রাচ্যে যুদ্ধের প্রভাব"
PA_01_BIZ_070,Real,0,PA,BIZ,0.7887,সয়াবিন তেলের দাম লিটারে ৮ টাকা বাড়ছে
PA_01_BIZ_090,Real,0,PA,BIZ,0.6076,"২০২৫-২৬ অর্থবছরের বাজেট পেশ আজ। এডিপি ২৩০,০০০ কোটি টাকা, ব্যাংকঋণের লক্ষ্যমাত্রা, বাজেটের আকার, মূল্যস্ফীতি ৬.৫%, ১ লাখ ২০ হাজার কোটি টাকা, ৯০ হাজার কোটি টাকা, জিডিপি প্রবৃদ্ধি ৫.২৫%, এনবিআর, বিদ্যুৎ ও সারে ভর্তুকি ১৬,০০০ কোটি টাকা, রাজস্ব ৪৫ হাজার কোটি টাকা, সুদ ব্যয় ২২,০০০ কোটি টাকা, এনবিআরের ঘাটতি জিডিপির ৪.২৫%, রাজস্ব আদায়ের লক্ষ্যমাত্রা ৫ লাখ ১৮ হাজার কোটি টাকা, বেতন-ভাতা বাবদ বরাদ্দ ৯৭ হাজার কোটি টাকা। সূত্র: অর্থ মন্ত্রণালয়। অর্থনীতির গতি মন্থর, বিনিয়োগ ১০ বছরের মধ্যে সর্বনিম্ন।"
PA_01_BIZ_112,Real,0,PA,BIZ,0.5691,"যেসব দেশে সবচেয়ে বেশি শ্রম অধিকার লঙ্ঘন হয়, তাদের মধ্যে বাংলাদেশ অন্যতম"
PA_01_BIZ_120,Real,0,PA,BIZ,0.6751,আলু ও পেঁয়াজ আমদানিতে ভারতের বিকল্প খুঁজছে বাংলাদেশ
PA_01_BIZ_152,Real,0,PA,BIZ,0.7894,"আমদানি বেড়েছে ১১%, তবু বাজারে খেজুরের বাড়তি দাম"
PA_01_BIZ_156,Real,0,PA,BIZ,0.6882,"সোনালি মুরগির দাম ৫২% বেড়েছে, বিক্রি ৪২০-৪৩০ টাকা দরে"
PA_01_BIZ_170,Real,0,PA,BIZ,0.6637,"গাবুরা বাজারের টমেটো, দৈনিক ৪ কোটি টাকার বেচাকেনা। গ্রীষ্মকালীন টমেটোর সবচেয়ে বড় হাট দিনাজপুরের গাবুরা বাজারে।"
PA_01_BIZ_180,Real,0,PA,BIZ,0.7634,ঈদের দ্বিতীয় দিন রাজধানীতে চামড়ার দাম কিছুটা বেড়েছে। শুক্রবার রাজধানীর সায়েন্স ল্যাবরেটরি মোড়ে ক্রেতারা কোরবানির পশুর চামড়া কিনে ট্রাকে তুলছেন।
PA_01_BIZ_181,Real,0,PA,BIZ,0.6719,মধ্যপ্রাচ্যের পর এবার ইউরোপের বাজারেও কমেছে শাকসবজি রপ্তানি
PA_01_CRM_001,Real,0,PA,CRM,0.7207,ডাকাতদের হামলার শিকার হওয়া কার্গো জাহাজ এমভি আব্দুল হাকিম-১। সুন্দরবনে জাহাজে হামলা: 'দস্যুরা নিচতলায় থাকা কর্মীদের জিম্মির পর মাস্টার ব্রিজে ঢোকার চেষ্টা করে'
PA_01_CRM_022,Real,0,PA,CRM,0.7449,সুন্দরবনে দস্যুদের মুক্তিপণ দিয়ে ফিরেছেন মৌয়ালরা। শনিবার কয়রা উপজেলার বানিয়াখালী ফরেস্ট স্টেশন সংলগ্ন এলাকায়। সুন্দরবনে দস্যুতা: ৮২ হাজার টাকা মুক্তিপণ দিয়ে ছাড়া পেলেন ১৩ মৌয়াল
PA_01_CRM_036,Real,0,PA,CRM,0.7184,"বাল্যবিয়ে সমাজের কোন স্তরে কেমন: দরিদ্র পরিবারে ৬০%, মধ্যবিত্ত পরিবারে ৫৫%, উচ্চ মধ্যবিত্ত পরিবারে ৫৪%, উচ্চ বিত্ত পরিবারে ৫০%। সূত্র: ব্র্যাকের সেলপ কর্মসূচির প্রতিবেদন, ২০২৩। শ্রমজীবী থেকে তারকা পরিবার, বাল্যবিবাহ যখন মগজে।"
PA_01_CRM_038,Real,0,PA,CRM,0.682,"পূর্বাচলে গরু বলে ঘোড়ার মাংস বিক্রি, জবাই করা ও জীবিত ২০টি ঘোড়া উদ্ধার"
PA_01_CRM_043,Real,0,PA,CRM,0.68,"গ্রাফিকস ডিজাইন শিখে নিজেই বানান জাল নোট, বাজারে গিয়ে ধরা"
PA_01_CRM_046,Real,0,PA,CRM,0.6415,"ডুয়েটে সংঘর্ষ ও অগ্নিসংযোগের ঘটনায় পুলিশের মামলায় আসামি ২৫০, ব্লকেড কর্মসূচি চলছে"
PA_01_CRM_052,Real,0,PA,CRM,0.7521,জিএফআইয়ের প্রতিবেদন: বাণিজ্যের আড়ালে বাংলাদেশ থেকে ১০ বছরে ৬ হাজার ৮৩০ কোটি ডলার পাচার
PA_01_CRM_064,Real,0,PA,CRM,0.6519,"কচিয়া থেকে আসা ঢাকাগামী লালন শাহ পরিবহন থেকে টার্মিনাল পার্কিং ফির নামে অতিরিক্ত নেওয়া হচ্ছে। রাজবাড়ীতে আবারও চাঁদাবাজি: টার্মিনাল পার্কিং ফি ৫০ টাকা, আদায় হচ্ছে ২০০ টাকা"
PA_01_CRM_076,Real,0,PA,CRM,0.6352,"উত্তরায় দম্পতির ওপর রামদা দিয়ে প্রকাশ্যে হামলা, ভিডিও ভাইরাল"
PA_01_CRM_081,Real,0,PA,CRM,0.5074,"ধানমন্ডিতে র‍্যাব পরিচয়ে ভবনে ঢুকে দুর্ধর্ষ ডাকাতি, পুলিশের ওপর হামলা, গ্রেপ্তার ৬"
PA_01_CRM_111,Real,0,PA,CRM,0.7031,"ছাত্র জনতার আন্দোলনে গুলি: ১২৬ অস্ত্রধারী শনাক্ত, গ্রেপ্তার ১৯"
PA_01_CRM_115,Real,0,PA,CRM,0.5138,মিটার বাণিজ্যে সাবেক প্রতিমন্ত্রী নসরুল হামিদের 'ভাই-বন্ধু' চক্র
PA_01_CRM_119,Real,0,PA,CRM,0.6614,"রাজশাহীতে রাস্তা দখল করে দোকানপাট, চলাচলে ভোগান্তি"
PA_01_CRM_137,Real,0,PA,CRM,0.5739,শাহজালাল বিমানবন্দরে ১৩০ কোটি টাকার কোকেনসহ বিদেশি নাগরিক আটক
PA_01_CRM_144,Real,0,PA,CRM,0.5929,মাদকদ্রব্য নিয়ন্ত্রণ অধিদপ্তরের কর্মকর্তা ৬০ হাজার ইয়াবাসহ গ্রেপ্তার
PA_01_CRM_145,Real,0,PA,CRM,0.6957,এবার পদ্মা ও মেঘনা কোম্পানিতে ডিজেল গায়েব: দেড় লাখ লিটার গেল কোথায়
PA_01_CRM_147,Real,0,PA,CRM,0.6664,"প্রথম আলো-ডেইলি স্টার ও দুটি সাংস্কৃতিক সংগঠনের কার্যালয়ে হামলায় শনাক্ত ৩১, গ্রেপ্তার ৯"
PA_01_CRM_176,Real,0,PA,CRM,0.7633,"শিশুকে ধর্ষণের পর হত্যা: দ্রুত বিচার দাবিতে মিরপুরে বিক্ষোভ, যান চলাচল বন্ধ"
PA_01_CRM_177,Real,0,PA,CRM,0.5107,"সাভারে সংবাদ সংগ্রহে গিয়ে মাদক কারবারির হামলার শিকার সাংবাদিক, আটক ৪"
PA_01_DIS_008,Real,0,PA,DIS,0.6903,"রাঙামাটির সাজেকে বজ্রপাতে তিন মাসের শিশু আহত, পরিবারের পাঁচ সদস্য নিহত"
PA_01_DIS_027,Real,0,PA,DIS,0.5242,"চট্টগ্রাম নগরে গতকাল মঙ্গলবার অঝোর বৃষ্টিতে বিভিন্ন এলাকায় জলাবদ্ধতা দেখা দেয়, বেশ কয়েকটি সড়ক পানির নিচে তলিয়ে যাওয়ায় ভোগান্তিতে পড়েন নগরবাসী। জলাবদ্ধতায় কষ্ট, চট্টগ্রামবাসীর কাছে প্রধানমন্ত্রীর দুঃখ প্রকাশ"
PA_01_DIS_040,Real,0,PA,DIS,0.667,"কুমিল্লায় বাস-ট্রেন সংঘর্ষ, নিহত ১২ জনের মধ্যে আছেন মা-দুই মেয়ে, স্বামী-স্ত্রী"
PA_01_DIS_093,Real,0,PA,DIS,0.6678,রাজধানীর দিয়াবাড়িতে বিমান বাহিনীর প্রশিক্ষণ বিমান বিধ্বস্ত
PA_01_DIS_106,Real,0,PA,DIS,0.7306,"ঢাকাসহ দেশের বিভিন্ন জায়গায় ভূমিকম্প, কেন্দ্রস্থল নরসিংদীর মাধবদী, আতঙ্কে অনেকে রাস্তায়"
PA_01_DIS_133,Real,0,PA,DIS,0.8235,"ফেনীর বন্যায় ১৪৬ কোটি টাকার ক্ষতি, এখনো পানিবন্দী সাত হাজার পরিবার"
PA_01_ENT_042,Real,0,PA,ENT,0.6831,অস্কার ২০২৬: কার হাতে কোন পুরস্কার। সেরা সিনেমা: ওয়ান ব্যাটল আফটার অ্যানাদার। সেরা পরিচালক: পল টমাস অ্যান্ডারসন। সেরা অভিনেত্রী: জেসি বাকলি। সেরা অভিনেতা: মাইকেল বি জর্ডান। পার্শ্বচরিত্রে সেরা অভিনেত্রী: অ্যামি ম্যাডিগান। পার্শ্বচরিত্রে সেরা অভিনেতা: শন পেন। সেরা আন্তর্জাতিক সিনেমা: সেন্টিমেন্টাল ভ্যালু। সেরা অ্যানিমেশন সিনেমা: কে-পপ ডেমন হান্টার্স। সেরা তথ্যচিত্র: মিস্টার নোবডি এগেইনস্ট পুতিন।
PA_01_ENT_142,Real,0,PA,ENT,0.6408,হা হা হা এটাই বাস্তব..ভাইরাল কাঠমিস্ত্রি রিপন মিয়ার জীবনের গল্প
PA_01_ENT_165,Real,0,PA,ENT,0.5107,"এগিয়ে বিজেপির রুদ্রনীল-রুপা, পিছিয়ে তৃণমূলের রাজ-সায়ন্তিকা"
PA_01_ENT_182,Real,0,PA,ENT,0.6792,"'মাস্টার সাহেব, আপনি আমার জন্য দুফোঁটা চোখের জল ফেলেছেন, তার প্রতিদানে আমি জনম জনম কাঁদিব!' ফেসবুকে দীপ্তি চৌধুরী"
PA_01_HLT_005,Real,0,PA,HLT,0.7979,"হামের উপসর্গে আরও ৩ শিশুর মৃত্যু, মোট মৃত্যু ৫৮৮"
PA_01_HLT_015,Real,0,PA,HLT,0.791,"কঙ্গো-উগান্ডার ইবোলা সংক্রমণ ছড়িয়ে পড়ার শঙ্কা, বৈশ্বিক জরুরি স্বাস্থ্য সতর্কতা ঘোষণা ডব্লিউএইচওর"
PA_01_HLT_077,Real,0,PA,HLT,0.697,সারা দেশে ৭০০ হাসপাতালে ফার্মেসি করতে যাচ্ছে সরকার
PA_01_HLT_091,Real,0,PA,HLT,0.7294,"করোনা বাড়ছে, পরীক্ষার কিট সংকট, টিকার মজুত কম"
PA_01_HLT_092,Real,0,PA,HLT,0.6059,"করোনাভাইরাস প্রতিরোধে স্বাস্থ্য অধিদপ্তরের ১১ দফা নির্দেশনা। সংক্রমণ প্রতিরোধে জনসাধারণের করণীয়: জনসমাগম যথাসম্ভব এড়িয়ে চলুন এবং উপস্থিত হতেই হলে সে ক্ষেত্রে অবশ্যই মাস্ক ব্যবহার করুন। শ্বাসতন্ত্রের রোগগুলো থেকে নিজেকে রক্ষার জন্য মাস্ক ব্যবহার করুন। হাঁচি বা কাশির সময় বাহু দিয়ে নাক-মুখ ঢেকে রাখুন। ব্যবহৃত টিস্যুটি অবিলম্বে ঢাকনাযুক্ত ময়লা ফেলার ঝুড়িতে ফেলুন। ঘন ঘন সাবান ও পানি কিংবা হ্যান্ড স্যানিটাইজার দিয়ে হাত ধুয়ে ফেলুন (অন্তত ২০ সেকেন্ড)। অপরিষ্কার হাতে চোখ, নাক ও মুখ ধরবেন না। আক্রান্ত ব্যক্তিদের সংস্পর্শ এড়িয়ে চলুন এবং কমপক্ষে ৩ ফুট দূরত্ব বজায় রাখুন। সন্দেহজনক রোগীদের ক্ষেত্রে করণীয়: জ্বর, কাশি ও শ্বাসকষ্টে আক্রান্ত হলে সুস্থ না হওয়া পর্যন্ত বাড়িতে থাকুন। রোগীর নাক-মুখ ঢাকার জন্য মাস্ক ব্যবহার করতে বলুন। রোগীর সেবাদানকারীরাও সতর্কতা হিসেবে মাস্ক ব্যবহার করুন। প্রয়োজন হলে কাছের হাসপাতালে অথবা আইইডিসিআর (০১৪০১-১৯৬২৯৩) অথবা স্বাস্থ্য বাতায়ন (১৬২৬৩)-এর নম্বরে যোগাযোগ করুন।"
PA_01_HLT_140,Real,0,PA,HLT,0.7258,"বায়ুদূষণে বিশ্বে আজ দ্বিতীয় ঢাকা, সুরক্ষায় নগরবাসীর কী করতে হবে"
PA_01_HLT_143,Real,0,PA,HLT,0.6868,পোড়া তেলে ভাজা শিঙারা-সমুচা খেলে স্বাস্থ্যঝুঁকি কতটা বাড়ে
PA_01_HLT_160,Real,0,PA,HLT,0.6294,"তাপপ্রবাহ ১৭ জেলায়, ঢাকায় তাপমাত্রা সামান্য কমল"
PA_01_HLT_171,Real,0,PA,HLT,0.6758,"হান্টা ভাইরাস কী, কীভাবে ছড়ায়, নিরাপদ থাকার উপায় জানুন"
PA_01_HLT_172,Real,0,PA,HLT,0.6377,"কঙ্গোতে ইবোলার প্রাদুর্ভাব, মৃত্যু ৬৫, ছড়িয়ে পড়ার শঙ্কা"
PA_01_INT_002,Real,0,PA,INT,0.5211,"পঞ্চগড় সদর উপজেলার বড়বাড়ি-প্রধানপাড়া সীমান্ত দিয়ে ঠেলে পাঠানো ১০ জন প্রায় ৫৯ ঘণ্টা ধরে শূন্যরেখার ফসলি জমির আইলে অবস্থান করছেন, রবিবার বেলা আড়াইটার দিকে তোলা। পঞ্চগড়ে 'পুশ ইন' চেষ্টা: রোদবৃষ্টিতে আড়াই দিন ধরে শূন্যরেখায় খোলা আকাশের নিচে ওঁরা ১০ জন"
PA_01_INT_019,Real,0,PA,INT,0.6741,"যেকোনো আগ্রাসনের দাঁতভাঙা জবাব দেওয়া হবে, ট্রাম্পের প্রতিক্রিয়ায় ইরান। মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প (বাঁয়ে) ও ইরানের পার্লামেন্ট স্পিকার মোহাম্মদ বাঘের গালিবাফ।"
PA_01_INT_026,Real,0,PA,INT,0.7811,"ইরানের কারাগারে গুরুতর অসুস্থ নোবেলজয়ী নার্গিস মোহাম্মদি, হাসপাতালে ভর্তি"
PA_01_INT_053,Real,0,PA,INT,0.79,"হরমুজ সংকটের মধ্যে দিনে ১৪ কোটি ডলারের তেল বিক্রি করছে ইরান, যুদ্ধের মধ্যেও বেড়েছে আয়"
PA_01_INT_056,Real,0,PA,INT,0.5874,"রয়টার্সের বিশেষ প্রতিবেদন: মধ্যপ্রাচ্যে সংঘাত: ইরান ছাড়াও ইরাকে বোমা হামলা চালিয়েছে সৌদি আরব। সৌদি আরবের রিয়াদের কিং ফয়সাল এয়ার কলেজে দেখা যাচ্ছে এফ-১৫এসএ যুদ্ধবিমান, ২৫ জানুয়ারি ২০১৭।"
PA_01_INT_069,Real,0,PA,INT,0.6491,বিবিসির ২০২৪ সালের ১০০ নারীর তালিকায় বাংলাদেশি রিক্তা আক্তার বানু
PA_01_INT_075,Real,0,PA,INT,0.7679,যুক্তরাষ্ট্রে মাঝ আকাশে উড়োজাহাজ-হেলিকপ্টার সংঘর্ষ
PA_01_INT_101,Real,0,PA,INT,0.7979,"ইসরায়েলি বাহিনী আমাদের আটকে দিয়েছে, আমাকে অপহরণ করেছে: শহিদুল আলম"
PA_01_INT_124,Real,0,PA,INT,0.653,গাজার উত্তরাঞ্চলে ফিরতে আল-রশিদ সড়ক ধরে হাঁটছেন বাস্তুচ্যুত ফিলিস্তিনিরা। 'আমি শুধু বাড়ি ফিরতে চাই': ইসরায়েলের বাধায় রাস্তায় আটকে পড়া ফিলিস্তিনির আর্তি
PA_01_INT_128,Real,0,PA,INT,0.7399,ট্রাম্পের শুল্কনীতি মন্দার চেয়ে খারাপ পরিস্থিতির শঙ্কা
PA_01_INT_146,Real,0,PA,INT,0.6882,"আত্মসমর্পণের দলিলে সই করছেন পাকিস্তানি বাহিনীর পূর্বাঞ্চলীয় কমান্ডের অধিনায়ক লেফটেন্যান্ট জেনারেল এ এ কে নিয়াজি, পাশে মিত্রবাহিনীর লেফটেন্যান্ট জেনারেল জগজিৎ সিং অরোরা, রেসকোর্স ময়দান, ১৬ ডিসেম্বর ১৯৭১ ১৬ ডিসেম্বরের বিজয়ে অর্জিত হলো স্বাধীন বাংলাদেশ"
PA_01_INT_158,Real,0,PA,INT,0.6529,চন্দ্রাভিযান শেষে পৃথিবীতে ফিরলেন চার নভোচারী
PA_01_INT_163,Real,0,PA,INT,0.7009,"ইরান যুদ্ধ নিয়ে জার্মান চ্যান্সেলরের সঙ্গে বিরোধ, ৫ হাজার সেনা সরাচ্ছে যুক্তরাষ্ট্র"
PA_01_INT_166,Real,0,PA,INT,0.6071,"আমি সাধারণ মানুষ, রাজপরিবার থেকে আসিনি প্রথম ভাষণে মুখ্যমন্ত্রী বিজয় তামিলনাডুর মুখ্যমন্ত্রী চন্দ্রশেখর জোসেফ বিজয় (থালাপতি বিজয়)"
PA_01_INT_183,Real,0,PA,INT,0.6359,"দ্য ওয়াশিংটন পোস্টের অনুসন্ধান: এপস্টেইনের কাছে কেন তরুণীদের পাঠাতেন মডেলিং এজেন্ট, এখন কী বলছেন তিনি"
PA_01_POL_013,Real,0,PA,POL,0.6079,"নোয়াখালীর সুবর্ণচরে মেঘনার ভাঙনকবলিত এলাকা পরিদর্শন করেন পানিসম্পদ মন্ত্রী শহিদ-উদ্দিন এ্যানি, আজ দুপুরে সোহামদপুর ইউনিয়নের কাটাখালি এলাকায়। মেঘনার ভাঙন রোধে স্থায়ী বাঁধ নির্মাণ করা হবে: পানিসম্পদমন্ত্রী"
PA_01_POL_059,Real,0,PA,POL,0.6032,"আওয়ামী লীগারদের মধ্যে অনুশোচনার কোনো লক্ষণ দেখা যাচ্ছে না; বরং তারা সামাজিক যোগাযোগমাধ্যমে নানা রকম অপপ্রচার চালাচ্ছে। আমি মনে করি, আওয়ামী লীগ যদি ক্ষমা না চায়, তাহলে তাদের রাজনীতি করারও নৈতিক অধিকার নেই। আন্দালিব রহমান পার্থ, চেয়ারম্যান, বাংলাদেশ জাতীয় পার্টি"
PA_01_POL_060,Real,0,PA,POL,0.6302,"রংপুরের বেগম রোকেয়া বিশ্ববিদ্যালয়ের শিক্ষার্থী আবু সাঈদ, গত ১৬ জুলাই কোটা সংস্কার আন্দোলনে পুলিশের গুলিতে তিনি নিহত হন। ছাত্র আন্দোলনে নিহত আবু সাঈদ স্নাতকে উত্তীর্ণ, মেধাতালিকায় ১৪তম"
PA_01_POL_061,Real,0,PA,POL,0.5227,সরকার: সরকারি চাকরিতে প্রবেশের সর্বোচ্চ বয়সসীমা ৩২ বছর করার সিদ্ধান্ত
PA_01_POL_067,Real,0,PA,POL,0.712,"মানুষ যাতে পছন্দের প্রার্থীকে ভোট দিতে পারে, সর্বোচ্চ চেষ্টা করব: এ এম এম নাসির উদ্দীন, নবনিযুক্ত প্রধান নির্বাচন কমিশনার (সিইসি)"
PA_01_POL_078,Real,0,PA,POL,0.7562,"তরুণদের দলের নাম 'জাতীয় নাগরিক পার্টি', শীর্ষ পাঁচ পদে নাম চূড়ান্ত"
PA_01_POL_085,Real,0,PA,POL,0.6058,প্রধান নির্বাচন কমিশনার (সিইসি) এ এম এম নাসির উদ্দীন। গেজেট পাওয়ার পর আওয়ামী লীগের বিষয়ে সিদ্ধান্ত নেবে নির্বাচন কমিশন: সিইসি
PA_01_POL_086,Real,0,PA,POL,0.5361,"সরকার, স্বরাষ্ট্র মন্ত্রণালয়: আওয়ামী লীগের কার্যক্রম নিষিদ্ধ প্রজ্ঞাপন জারি"
PA_01_POL_100,Real,0,PA,POL,0.6171,"জাতীয় লীগ কেন্দ্রীয় কার্যালয়: ১/এ/১, শহীদ নূর হোসেন টাওয়ার, ২য় কলোনী, মাজার রোড, দারুস সালাম থানা, ঢাকা-১৯১৬, মিরপুর। সিঁড়ি পেরিয়ে কিছুটা ওপরে উঠতেই এক কক্ষের ছোট্ট একটা কার্যালয়। কক্ষের সামনের দেয়ালে 'বাংলাদেশ জাতীয় লীগ' লেখা ছোট ব্যানার টাঙানো আছে। 'বাংলাদেশ জাতীয় লীগ' নিবন্ধন পেতে যাওয়া দল গঠনতন্ত্র দেখাতে চায় না"
PA_01_POL_103,Real,0,PA,POL,0.6633,চাকসু নির্বাচন: ভিপি-জিএসসহ ২৪টি পদে ছাত্রশিবিরের জয়
PA_01_POL_108,Real,0,PA,POL,0.5525,"তরুণ প্রজন্মই আগামীতে দেশ গড়ে তুলবে। আমরা দেশের শান্তি চাই, আমরা দেশের শান্তি চাই, আমরা দেশের শান্তি চাই। মার্টিন লুথারের 'আই হ্যাভ অ্যা ড্রিম'-এর উক্তি উল্লেখ করে বলছি, 'আই হ্যাভ অ্যা প্ল্যান': দেশকে গড়ে তুলতে পরিকল্পনা রয়েছে, আর এজন্য প্রত্যেক মানুষের সহযোগিতা আমাদের প্রয়োজন। তারেক রহমান, বিএনপির ভারপ্রাপ্ত চেয়ারম্যান"
PA_01_POL_109,Real,0,PA,POL,0.5834,"অন্তর্বর্তী সরকারের প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূস। বিশেষ সাক্ষাৎকার, পর্ব ১: জেলে না গিয়ে বঙ্গভবনে শপথ নিলাম: ড. ইউনূস"
PA_01_POL_113,Real,0,PA,POL,0.5724,ব্যারিস্টার সুমন ঢাকার মিরপুর থেকে গ্রেপ্তার
PA_01_POL_116,Real,0,PA,POL,0.7593,"অন্তর্বর্তী সরকারের ১০০ দিন পূর্তি উপলক্ষে আজ রোববার জাতির উদ্দেশে ভাষণ দেন প্রধান উপদেষ্টা মুহাম্মদ ইউনূস। জাতির উদ্দেশে ভাষণে প্রধান উপদেষ্টা: নির্বাচনের ট্রেন যাত্রা শুরু করেছে, এটা আর থামবে না"
PA_01_POL_118,Real,0,PA,POL,0.6898,"বিএনপির ভারপ্রাপ্ত চেয়ারম্যান তারেক রহমান। নির্বাচন যত দেরিতে হবে, ততই ষড়যন্ত্র বাড়বে: তারেক রহমান"
PA_01_POL_122,Real,0,PA,POL,0.6518,"বিশেষ সাক্ষাৎকারে সেনাপ্রধান জেনারেল ওয়াকার-উজ-জামান: একটা নতুন স্বপ্ন, নতুন সময়ের পরিবর্তনের মধ্যে রয়েছি"
PA_01_POL_135,Real,0,PA,POL,0.7662,ফিরে দেখা: ৫ আগস্ট অভ্যুত্থানের মুখে পালিয়ে গেলেন শেখ হাসিনা
PA_01_POL_150,Real,0,PA,POL,0.6527,"বিদায় খালেদা জিয়া: সব চেষ্টা ব্যর্থ, চলে গেলেন সাবেক প্রধানমন্ত্রী"
PA_01_POL_185,Real,0,PA,POL,0.634,"সরকার ৫ লাখ কর্মচারী নিয়োগ দেবে, জনপ্রশাসনে ২৮৭৯ জন নিয়োগে কার্যক্রম চলছে: প্রধানমন্ত্রী"
PA_01_SPT_004,Real,0,PA,SPT,0.5618,সান মারিনোর বিপক্ষে কেমন খেলে জিতল বাংলাদেশ
PA_01_SPT_037,Real,0,PA,SPT,0.557,বিশ্বকাপে ইতালিয়ান ট্র্যাজেডির 'হ্যাটট্রিক'। টাইব্রেকারে মিসের পর ইতালির এসপোসিতো।
PA_01_SPT_049,Real,0,PA,SPT,0.68,সাফ অনূর্ধ্ব-২০ ফুটবল: সুলিভানদের অভিনন্দন জানালেন প্রধানমন্ত্রী তারেক রহমান। সাফ অনূর্ধ্ব-২০ চ্যাম্পিয়নশিপ জেতার পর খেলোয়াড়দের নিয়ে উচ্ছ্বাস।
PA_01_SPT_099,Real,0,PA,SPT,0.6669,বিসিবি নির্বাচন থেকে সরে দাঁড়িয়ে তামিম বললেন: ক্রিকেটের ফিক্সিং বন্ধ করার আগে নির্বাচনের ফিক্সিং বন্ধ করেন
PA_01_SPT_105,Real,0,PA,SPT,0.6903,"ক্যারিয়ারের শততম টেস্টে সেঞ্চুরির পর মুশফিক। মুশফিকের ইতিহাস, শততম টেস্টে করলেন সেঞ্চুরি, মিরপুর।"
PA_01_SPT_127,Real,0,PA,SPT,0.6233,"বিমানবন্দরের লাউঞ্জে হামজা চৌধুরী। 'আফনারা সবাই আসছেন আমারে দেখবার লাগি, বাংলাদেশ জিন্দাবাদ': নিজের বাড়িতে সংবর্ধনা মঞ্চে হামজা"
PA_01_SPT_161,Real,0,PA,SPT,0.7866,জব্বারের বলীখেলায় আবার চ্যাম্পিয়ন 'বাঘা' শরীফ
PA_01_SPT_164,Real,0,PA,SPT,0.5545,"বিশ্বকাপ খেলা নিয়ে অনিশ্চয়তা: ফিফার সঙ্গে 'অনেক কিছু' আলোচনা করবে ইরান। ইরান ফুটবল দল যুক্তরাষ্ট্রে বিশ্বকাপের ম্যাচ খেলবে কি না, তা নিয়ে অনিশ্চয়তা কাটছেই না।"
SM_01_BIZ_023,Real,0,SM,BIZ,0.8158,কাঁঠাল খুলেছে রপ্তানির সম্ভাবনার দ্বার
SM_01_BIZ_046,Real,0,SM,BIZ,0.6216,শুল্ক কমিয়ে আলু-পেঁয়াজের দাম নিয়ন্ত্রণে রাখার চেষ্টা
SM_01_BIZ_049,Real,0,SM,BIZ,0.5528,"আশুলিয়ায় শ্রমিক বিক্ষোভ, কমপক্ষে ৬০ পোশাক কারখানায় ছুটি ঘোষণা"
SM_01_BIZ_226,Real,0,SM,BIZ,0.5376,চামড়া উন্নতমানের হলেও দাম আন্তর্জাতিক বাজার পরিস্থিতির ওপর নির্ভরশীল: প্রাণিসম্পদমন্ত্রী
SM_01_CRM_133,Real,0,SM,CRM,0.5209,"পল্লবীর এক বাসা থেকে ৬১টি চোরাই ল্যাপটপ উদ্ধার, গ্রেপ্তার ২"
SM_01_CRM_231,Real,0,SM,CRM,0.5645,প্রাইভেটকারে গরু তুলে পালানোর সময় আটক দুই চোর
SM_01_DIS_021,Real,0,SM,DIS,0.5726,"মিলিমিটার বৃষ্টিতেই রাজধানীতে জলাবদ্ধতা, ভোগান্তিতে নগরবাসী"
SM_01_DIS_043,Real,0,SM,DIS,0.504,"সাগরে লঘুচাপ, বিভাগে ভারী বৃষ্টির পূর্বাভাস"
SM_01_DIS_224,Real,0,SM,DIS,0.522,ফটিকছড়িতে পৃথক দুর্ঘটনায় শিশুসহ ৪ জনের মৃত্যু
SM_01_ENT_022,Real,0,SM,ENT,0.8395,"বিশ্ব সংগীত দিবস আজ, সুরের ভাষায় মানুষের মিলন"
SM_01_ENT_035,Real,0,SM,ENT,0.5715,রাজনীতি নিয়ে শিল্পীরা কথা বলবেন কিন্তু দলের হাতিয়ার হিসেবে নয়: চমক
