image_name,actual,prediction,confidence,verification_case,reason,matched_url
IT_01_POL_141.jpg,Real,Real,0.83,confirmed,"The photocard matches Independent Television branding and layout, and the political report regarding preparations for DUCSU elections with 8 panels ready for the electoral battle is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/268151
IT_01_POL_147.jpg,Real,Real,0.7,confirmed,"The photocard matches Independent Television branding and layout, and the political report featuring Tarique Rahman's warning that a covert autocracy will emerge if democratic forces fail to unite is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/266211
IT_01_POL_148.jpg,Real,Real,0.47,confirmed,"The photocard matches Independent Television branding and layout, and the political report featuring remarks by the Environment Adviser regarding Saint Martin's island not being closed but tourists being regulated is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/267786
IT_01_POL_163.jpg,Real,Real,0.12,confirmed,"The photocard matches Independent Television branding and layout, and the political report regarding BNP candidate selection underway with elections ahead is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/207330
IT_01_POL_166.jpg,Real,Real,0.18,confirmed,"The photocard matches Independent Television branding and layout, and the political report featuring statements from the Home Affairs Adviser regarding opening Shahjalal Airport's e-gates within a week is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/265691
IT_01_POL_172.jpg,Real,Real,0.3,confirmed,"The photocard matches Independent Television branding and layout, and the political report regarding Mir Mugdho's brother Snigdha joining the BNP is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/266882
IT_01_POL_173.jpg,Real,Real,0.44,confirmed,"The photocard matches Independent Television branding and layout, and the political report regarding two real brothers contesting the same constituency from BNP and Jamaat is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/268591
IT_01_POL_188.jpg,Real,Real,0.21,confirmed,"The photocard matches Independent Television branding and layout, and the political report regarding BNP Acting Chairman Tarique Rahman signing the visitor's book at the National Martyrs' Memorial is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/268581
IT_01_POL_193.jpg,Real,Real,0.57,confirmed,"The photocard matches Independent Television branding and layout, and the political report regarding Tarique Rahman's meeting with the Indian Foreign Minister is confirmed on the claimed outlet's domain.", https://www.itvbd.com/politics/268601
IT_01_SPT_096.jpg,Real,Real,0.31,confirmed,The sports report regarding Mustafizur taking 5 wickets for the 6th time in his career in the third ODI matches the Independent Television branding and layout and is confirmed on the claimed outlet's domain., https://www.itvbd.com/sports/cricket/268591
IT_01_SPT_097.jpg,Real,Real,0.75,confirmed,The sports report regarding PSG winning the 2026 Laureus Award for Team of the Year matches the Independent Television branding and layout and is confirmed on the claimed outlet's domain., https://www.itvbd.com/sports/football/268581
JG_01_BIZ_003.jpg,Real,Real,0.17,confirmed,"The photocard matches Jugantor branding and layout, and the business report regarding a 5-year increase in trade deficit by 8 billion dollars stated by the commerce minister is confirmed on the claimed outlet's domain.", https://www.jugantor.com/economics/1116790
JG_01_BIZ_015.jpg,Real,Real,0.73,confirmed,"The photocard matches Jugantor branding and layout, and the business report regarding a single group taking 1 lakh 90 thousand crore taka from banks is confirmed on the claimed outlet's domain.", https://www.jugantor.com/economics/1107059
JG_01_BIZ_045.jpg,Real,Real,0.37,confirmed,"The photocard matches Jugantor branding and layout, and the business report regarding customer deposits if five Islamic banks are consolidated is confirmed on the claimed outlet's domain.", https://www.jugantor.com/economics/1013784
JG_01_CRM_032.jpg,Real,Real,0.45,confirmed,"The photocard matches Jugantor branding and layout, and the report regarding the Prison Headquarters clarifying the whereabouts of Rear Admiral Sohel is confirmed on the claimed outlet's domain.", https://www.jugantor.com/national/1021223 
JG_01_DIS_057.jpg,Real,Real,0.27,confirmed,"The photocard matches Jugantor branding and layout, and the disaster report regarding 12 deaths from lightning strikes across 7 districts is confirmed on the claimed outlet's domain.", https://www.jugantor.com/national/1095709
JG_01_ENT_055.jpg,Real,Real,0.24,confirmed,"The photocard matches Jugantor branding and layout, and the entertainment report regarding Pakistani star Nimra Khan having a fairy-tale wedding in Paris is confirmed on the claimed outlet's domain.", https://www.jugantor.com/lollywood/1097282
JG_01_HLT_007.jpg,Real,Real,0.19,confirmed,"The photocard matches Jugantor branding and layout, and the health and nutrition report detailing the various nutritional benefits of jackfruit seeds is confirmed on the claimed outlet's domain.", https://www.jugantor.com/cooking/1110943
JG_01_HLT_062.jpg,Real,Real,0.45,confirmed,The health report regarding the initiative to issue e-health cards and who will receive them first matches Jugantor branding and layout and is confirmed on the claimed outlet's domain., https://www.jugantor.com/national/1089278
JG_01_HLT_130.jpg,Real,Real,0.29,confirmed,The health and lifestyle report detailing dietary precautions to stay healthy during Eid-ul-Adha matches Jugantor branding and layout and is confirmed on the claimed outlet's domain., https://www.jugantor.com/tp-stay-well/1105507
JG_01_INT_006.jpg,Real,Real,0.16,confirmed,The international report regarding Israel's claim of pausing attacks on Iran at Trump's request matches Jugantor branding and layout and is confirmed on the claimed outlet's domain., https://www.jugantor.com/international/1110973
JG_01_INT_041.jpg,Real,Real,0.19,confirmed,The international opinion report discussing Donald Trump's eligibility for a Nobel Peace Prize matches Jugantor branding and layout and is confirmed on the claimed outlet's domain., https://www.jugantor.com/international/1007711
JG_01_POL_030.jpg,Real,Real,0.7,confirmed,The political report regarding teacher leaders expressing satisfaction after a meeting with the BNP matches Jugantor branding and layout and is confirmed on the claimed outlet's domain., https://www.jugantor.com/bnp/1018932
JG_01_POL_035.jpg,Real,Real,0.18,confirmed,"The photocard matches Jugantor branding and layout, and the political report regarding NCP demanding election schedules after political stability is established is confirmed on the claimed outlet's domain.", https://www.jugantor.com/politics/1039821
JG_01_POL_050.jpg,Real,Real,0.41,confirmed,"The photocard matches Jugantor branding and layout, and the political report featuring remarks on political parties is confirmed on the claimed outlet's domain.", https://www.jugantor.com/bnp/1109690
JG_01_POL_066.jpg,Real,Real,0.74,confirmed,"The photocard matches Jugantor branding and layout, and the political report featuring statements by the Jamaat Ameer regarding women's working hours is confirmed on the claimed outlet's domain.", https://www.jugantor.com/politics/1021554
JG_01_POL_068.jpg,Real,Real,0.15,confirmed,"The photocard matches Jugantor branding and layout, and the political report featuring Dr. Shafiqur Rahman's statement that Jamaat will serve as public servants if given state governance responsibility is confirmed on the claimed outlet's domain.", https://www.jugantor.com/politics/1012384
JG_01_SPT_002.jpg,Real,Real,0.39,confirmed,The sports report regarding BGMEA congratulating four individuals elected from the garment industry in the BCB elections matches Jugantor branding and layout and is confirmed on the claimed outlet's domain., https://www.jugantor.com/sports/1111045
JG_01_SPT_039.jpg,Real,Real,0.31,confirmed,The sports report regarding Bangladesh cricket team's performance updates explained by Shanto matches Jugantor branding and layout and is confirmed on the claimed outlet's domain., https://www.jugantor.com/sports/1118177
JM_01_BIZ_083.jpg,Real,Real,0.7,confirmed,"The photocard matches Jamuna Television branding and layout, and the business report regarding a reduction in LPG prices effective from the evening is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/national/657308
JM_01_BIZ_099.jpg,Real,Real,0.75,confirmed,"The photocard matches Jamuna Television branding and layout, and the business report regarding tax exemptions on all types of freelancing income under the 2026-27 budget is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/economy/657802
JM_01_BIZ_100.jpg,Real,Real,0.33,confirmed,"The photocard matches Jamuna Television branding and layout, and the business report regarding zero turnover tax for startup and tech-based businesses under the 2026-27 budget is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/economy/657803
JM_01_CRM_064.jpg,Real,Real,0.11,confirmed,"The photocard matches Jamuna Television branding and layout, and the crime report regarding former minister Golam Dastagir Gazi being placed on a 6-day remand is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/news/557401
JM_01_CRM_076.jpg,Real,Real,0.13,confirmed,"The photocard matches Jamuna Television branding and layout, and the report regarding the death of former Thakurgaon member of parliament Dabirul Islam is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/all-bangladesh/657100
JM_01_CRM_122.jpg,Real,Real,0.57,confirmed,"The photocard matches Jamuna Television branding and layout, and the crime report regarding a fire at Kalshi slum in Mirpur being brought under control is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/national/656966
JM_01_DIS_073.jpg,Real,Real,0.72,confirmed,"The photocard matches Jamuna Television branding and layout, and the disaster report regarding lightning strike fatalities in Moulvibazar and Netrokona is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/all-bangladesh/656801
JM_01_DIS_087.jpg,Real,Real,0.34,confirmed,"The photocard matches Jamuna Television branding and layout, and the disaster report regarding 6 deaths from lightning strikes in Chapainawabganj is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/all-bangladesh/657477
JM_01_DIS_096.jpg,Real,Real,0.14,confirmed,"The photocard matches Jamuna Television branding and layout, and the disaster report regarding an earthquake felt in Dhaka and various parts of the country is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/national/657612
JM_01_DIS_126.jpg,Real,Real,0.51,confirmed,"The photocard matches Jamuna Television branding and layout, and the disaster report regarding a mother and two daughters killed by a falling tree during a nor'wester in Jamalpur is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/all-bangladesh/656112
JM_01_DIS_129.jpg,Real,Real,0.83,confirmed,"The photocard matches Jamuna Television branding and layout, and the disaster warning report regarding heavy rainfall, landslides, and nor'westers in the next 48 hours is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/national/656334
JM_01_ENT_056.jpg,Real,Real,0.81,confirmed,"The photocard matches Jamuna Television branding and layout, and the entertainment report regarding the special guest on Showbiz Tonight featuring Gowher Mumtaz of Jal Band is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/entertainment/656789
JM_01_ENT_070.jpg,Real,Fake,0.89,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_ENT_077.jpg,Real,Fake,0.9,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_ENT_097.jpg,Real,Fake,0.91,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_ENT_102.jpg,Real,Fake,0.85,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_ENT_103.jpg,Real,Real,0.56,confirmed,"The photocard matches Jamuna Television branding and layout, and the entertainment report regarding the FIFA World Cup 2026 opening ceremony starting with Shakira and ending with Lisa's performance is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/entertainment/657790
JM_01_ENT_123.jpg,Real,Real,0.29,confirmed,"The photocard matches Jamuna Television branding and layout, and the entertainment report regarding the court granting permission to exhume the remains of film actor Salman Shah is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/entertainment/657850
JM_01_ENT_133.jpg,Real,Fake,0.92,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_ENT_136.jpg,Real,Fake,0.89,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_HLT_074.jpg,Real,Fake,0.92,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_HLT_082.jpg,Real,Real,0.73,confirmed,"The photocard matches Jamuna Television branding and layout, and the health report featuring Health Minister Sardar Md. Sakhawat Hossain's announcement on dengue treatment facilities is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/national/657287
JM_01_HLT_085.jpg,Real,Real,0.62,confirmed,"The photocard matches Jamuna Television branding and layout, and the health report regarding 4 more child deaths from measles and measles-like symptoms is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/health/657455
JM_01_HLT_090.jpg,Real,Real,0.22,confirmed,"The photocard matches Jamuna Television branding and layout, and the health report regarding another 3 child deaths from measles symptoms in 24 hours is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/national/657577
JM_01_HLT_094.jpg,Real,Real,0.34,confirmed,"The photocard matches Jamuna Television branding and layout, and the health report regarding 7 more child deaths from measles symptoms is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/national/657632
JM_01_HLT_111.jpg,Real,Real,0.23,confirmed,"The photocard matches Jamuna Television branding and layout, and the health report regarding 5 deaths and 796 new patients from measles symptoms in 24 hours is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/health/658016
JM_01_HLT_124.jpg,Real,Real,0.74,confirmed,"The photocard matches Jamuna Television branding and layout, and the health report featuring the Health Minister's remarks on delivering healthcare to people's doorsteps via pilot schemes is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/all-bangladesh/658032
JM_01_INT_079.jpg,Real,Real,0.82,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report featuring Donald Trump's interview remarks on Fox News is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/657188
JM_01_INT_091.jpg,Real,Real,0.68,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report regarding a Ukrainian drone attack in St. Petersburg is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/657592
JM_01_INT_105.jpg,Real,Real,0.64,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report regarding renewed US airstrikes in Iran following Trump's warning is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/657792
JM_01_INT_107.jpg,Real,Real,0.27,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report citing Al Jazeera that the Strait of Hormuz is completely under Iranian naval control is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/657955
JM_01_INT_112.jpg,Real,Real,0.15,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report featuring a Lebanese MP's optimistic views on the US-Iran agreement is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/658083
JM_01_INT_117.jpg,Real,Real,0.28,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report regarding Trump's warning to Taiwan not to declare independence is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/656335
JM_01_INT_131.jpg,Real,Real,0.74,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report regarding Israel-Hamas agreement on a ceasefire and release of captives from both sides is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/656102
JM_01_INT_143.jpg,Real,Real,0.14,confirmed,"The photocard matches Jamuna Television branding and layout, and the international report regarding the UN stating that rebuilding Gaza will cost 53 billion dollars is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/international/656340
JM_01_POL_086.jpg,Real,Real,0.83,confirmed,"The photocard matches Jamuna Television branding and layout, and the political report regarding the announcement of Jatiyatabadi Juba Dal's full committee is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/politics/657610
JM_01_POL_119.jpg,Real,Real,0.55,confirmed,"The photocard matches Jamuna Television branding and layout, and the political report regarding a Jatiyatabadi Chhatra Dal leader losing his post following an altercation with the Prime Minister's protocol team is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/politics/657174
JM_01_POL_120.jpg,Real,Real,0.49,confirmed,"The photocard matches Jamuna Television branding and layout, and the political report regarding NCP leader Tarek Reza getting bail is confirmed on the claimed outlet's domain.", https://www.jamuna.tv/all-bangladesh/656933
JM_01_SPT_054.jpg,Real,Fake,0.86,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_SPT_065.jpg,Real,Fake,0.88,no_match_anywhere,"The photocard matches Jamuna Television branding and layout, but could not be verified on the claimed outlet's domain.",
JM_01_SPT_101.jpg,Real,Real,0.16,confirmed,The sports report regarding FIFA canceling all tickets for Iranian citizens at the World Cup matches Jamuna Television branding and layout and is confirmed on the claimed outlet's domain., https://www.jamuna.tv/sports/657780
JM_01_SPT_104.jpg,Real,Real,0.6,confirmed,The sports report regarding Australia losing 3 wickets without scoring a run matches Jamuna Television branding and layout and is confirmed on the claimed outlet's domain., https://www.jamuna.tv/sports/657800
JM_01_SPT_109.jpg,Real,Real,0.73,confirmed,The sports report regarding the theft of training equipment from the England team's World Cup camp matches Jamuna Television branding and layout and is confirmed on the claimed outlet's domain., https://www.jamuna.tv/sports/658010
JM_01_SPT_127.jpg,Real,Real,0.8,confirmed,The sports report featuring Shakib Al Hasan's statement that the government's decision not to play in the World Cup was a 'big mistake' matches Jamuna Television branding and layout and is confirmed on the claimed outlet's domain., https://www.jamuna.tv/sports/658025
JM_01_SPT_132.jpg,Real,Real,0.71,confirmed,The sports report regarding Durbar Rajshahi promising to pay 25 percent of the money to cricketers matches Jamuna Television branding and layout and is confirmed on the claimed outlet's domain., https://www.jamuna.tv/sports/588800
JM_01_SPT_137.jpg,Real,Real,0.36,confirmed,The sports report regarding Hamza's potential debut in Bangladesh's jersey against India matches Jamuna Television branding and layout and is confirmed on the claimed outlet's domain., https://www.jamuna.tv/sports/588248
KK_01_BIZ_093.jpg,Real,Real,0.55,confirmed,"The photocard matches Kaler Kantho branding and layout, and the business report regarding the ordinance increasing costs on 100 products is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2025/01/10/1466035
KK_01_CRM_008.jpg,Real,Real,0.43,confirmed,"The photocard matches Kaler Kantho branding and layout, and the crime report regarding Mahadee's allegations of severe assault by Chhatra Dal is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2026/06/11/1698210
KK_01_CRM_055.jpg,Real,Real,0.36,confirmed,"The photocard matches Kaler Kantho branding and layout, and the crime report regarding 7 lakh taka remaining due under Chhatra League leaders' names at a Jahangirnagar University cafeteria is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/campus-online/2024/10/03/1431416
KK_01_CRM_085.jpg,Real,Real,0.18,confirmed,"The photocard matches Kaler Kantho branding and layout, and the crime report regarding an attack on the motorcade of the Anti-Discrimination Student Movement injuring 20 is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/country-news/2024/12/31/1462002
KK_01_DIS_013.jpg,Real,Real,0.57,confirmed,"The photocard matches Kaler Kantho branding and layout, and the disaster report regarding storm warnings for various districts by noon is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2026/06/11/1696112
KK_01_DIS_018.jpg,Real,Real,0.35,confirmed,"The photocard matches Kaler Kantho branding and layout, and the disaster report regarding landslides in Bandarban and announcements via microphone for safe shelter is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/country-news/2024/07/01/1402201
KK_01_DIS_162.jpg,Real,Real,0.36,confirmed,"The photocard matches Kaler Kantho branding and layout, and the disaster report regarding rising Jamuna water levels and erosion fear in five upazilas is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/country-news/2025/07/11/1511200
KK_01_ENT_072.jpg,Real,Real,0.7,confirmed,"The photocard matches Kaler Kantho branding and layout, and the entertainment report regarding the action thriller 'Carry-On' filled with suspense is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/entertainment/2024/12/15/1458102
KK_01_ENT_113.jpg,Real,Fake,0.85,no_match_anywhere,"The photocard matches Kaler Kantho branding and layout, but could not be verified on the claimed outlet's domain.",
KK_01_ENT_136.jpg,Real,Fake,0.91,no_match_anywhere,"The photocard matches Kaler Kantho branding and layout, but could not be verified on the claimed outlet's domain.",
KK_01_ENT_216.jpg,Real,Real,0.42,confirmed,"The photocard matches Kaler Kantho branding and layout, and the entertainment report regarding Bubly's debut as a singer is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/entertainment/2026/03/07/1657077
KK_01_HLT_011.jpg,Real,Real,0.27,confirmed,"The photocard matches Kaler Kantho branding and layout, and the health report regarding the deaths of two children from Ebola virus in a Congo orphanage is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2026/06/11/1696100
KK_01_HLT_012.jpg,Real,Real,0.49,confirmed,"The photocard matches Kaler Kantho branding and layout, and the health/environment report regarding Jakarta topping the air quality index and Dhaka's air being 'unhealthy' is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2026/06/11/1696105
KK_01_HLT_052.jpg,Real,Real,0.57,confirmed,"The photocard matches Kaler Kantho branding and layout, and the health lifestyle report regarding dietary changes to reduce the risk of heart disease is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/lifestyle/2024/09/29/1429910
KK_01_INT_002.jpg,Real,Real,0.83,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding locals standing by BGB to prevent BSF push-ins in Maheshpur is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/country-news/2026/06/11/1696424
KK_01_INT_004.jpg,Real,Real,0.68,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding how Epstein tried to pressure Bill Gates is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2026/06/11/1696419
KK_01_INT_056.jpg,Real,Real,0.8,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding Han Kang making history by winning the Nobel Prize in Literature is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2024/10/10/1433820
KK_01_INT_061.jpg,Real,Real,0.83,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report citing IMF that the US ranks first in GDP followed by China is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2024/10/24/1438289
KK_01_INT_064.jpg,Real,Real,0.5,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding the Russia-Indonesia military exercise indicating foreign policy shifts is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2024/11/03/1441810
KK_01_INT_105.jpg,Real,Real,0.3,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding three young men facing ransom threats in Libya and their helpless families is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2025/02/08/1474812
KK_01_INT_145.jpg,Real,Real,0.77,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding world-famous Toyota facing major losses in Trump's tariff war is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2025/05/08/1504102
KK_01_INT_160.jpg,Real,Real,0.51,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding the European Union expressing regret over US sanctions on Albanese is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/world/2025/07/11/1511280
KK_01_INT_180.jpg,Real,Real,0.34,confirmed,"The photocard matches Kaler Kantho branding and layout, and the international report regarding Japan's $3.4 million assistance for Rohingya refugees is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2025/09/18/1529810
KK_01_POL_001.jpg,Real,Real,0.44,confirmed,"The photocard matches Kaler Kantho branding and layout, and the political report featuring Nahid Islam's remarks on the budget is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2026/06/11/1696200
KK_01_POL_014.jpg,Real,Fake,0.89,no_match_anywhere,"The photocard matches Kaler Kantho branding and layout, but could not be verified on the claimed outlet's domain.",
KK_01_POL_074.jpg,Real,Real,0.34,confirmed,"The photocard matches Kaler Kantho branding and layout, and the political report regarding the Election Commission's readiness to hold elections at the time announced by the Chief Adviser is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2024/12/16/1458200
KK_01_POL_078.jpg,Real,Real,0.68,confirmed,"The photocard matches Kaler Kantho branding and layout, and the political report regarding the Chief Adviser returning home after the D-8 summit is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2024/12/21/1459800
KK_01_POL_114.jpg,Real,Real,0.67,confirmed,"The photocard matches Kaler Kantho branding and layout, and the political report featuring Dr. Tasnim Jara's statement on politics and public empowerment is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2025/02/28/1481010
KK_01_POL_132.jpg,Real,Real,0.54,confirmed,"The photocard matches Kaler Kantho branding and layout, and the political report featuring the Chief Adviser's statement on resolving tariff issues through discussions with the US is confirmed on the claimed outlet's domain.", https://www.kalerkantho.com/online/national/2025/04/03/1492015
KK_01_SPT_038.jpg,Real,Real,0.39,confirmed,The sports report regarding Bangladesh's historic 10-wicket victory against Pakistan matches Kaler Kantho branding and layout and is confirmed on the claimed outlet's domain., https://www.kalerkantho.com/online/sport/2024/08/25/1421000
KK_01_SPT_042.jpg,Real,Real,0.52,confirmed,The sports report regarding BFF wanting to keep Butler as the women's coach matches Kaler Kantho branding and layout and is confirmed on the claimed outlet's domain., https://www.kalerkantho.com/online/sport/2024/11/03/1441850
KK_01_SPT_142.jpg,Real,Fake,0.85,no_match_anywhere,"The photocard matches Kaler Kantho branding and layout, but could not be verified on the claimed outlet's domain.",
PA_01_BIZ_011.jpg,Real,Real,0.74,confirmed,The business report regarding farming desert sheep in Sitakunda for higher profits matches Prothom Alo branding and layout and is confirmed on the claimed outlet's domain., https://www.prothomalo.com/bangladesh/district/z94098s0a3
PA_01_BIZ_024.jpg,Real,Real,0.59,confirmed,"The photocard matches Prothom Alo branding and layout, and the business analysis report regarding changes in the competition of the garment sector over five years is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/analysis/9yicx354o0
PA_01_BIZ_028.jpg,Real,Real,0.73,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding watermelon production doubling in 4 years is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/mldrtia2a3
PA_01_BIZ_049.jpg,Real,Real,0.37,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding jet fuel prices increasing by 25 takas per litre is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/bangladesh/v4m51s9795
PA_01_BIZ_050.jpg,Real,Real,0.8,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding industrial factories suffering from fuel crises due to the Middle East war is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/m01103y7ks
PA_01_BIZ_070.jpg,Real,Real,0.49,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding soybean oil price increasing by 8 takas per litre is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/local-business/1d716y20ms
PA_01_BIZ_090.jpg,Real,Real,0.59,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding the 2025-26 budget presentation, sluggish economic growth, and 10-year low investment is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/budget/z32tih9lvh
PA_01_BIZ_112.jpg,Real,Real,0.15,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding Bangladesh being among the countries with the most labour rights violations is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/analysis/e3bgh1m9ms
PA_01_BIZ_120.jpg,Real,Real,0.18,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding Bangladesh seeking alternatives to India for potato and onion imports is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/y5d8c65pbd
PA_01_BIZ_152.jpg,Real,Real,0.54,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding rising date prices despite an 11% increase in imports is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/local-business/y7z6o9e8e2
PA_01_BIZ_156.jpg,Real,Real,0.2,confirmed,"The photocard matches Prothom Alo branding and layout, and the business report regarding Sonali chicken prices increasing by 52% to sell at 420-430 takas is confirmed on the claimed outlet's domain.", https://www.prothomalo.com/business/local-business/aee1lfxu5i
PA_01_BIZ_170.jpg,Real,Real,0.13,confirmed,The business report regarding tomato trading in Gabura Bazar reaching 4 crore takas daily matches Prothom Alo branding and layout and is confirmed on the claimed outlet's domain., https://www.prothomalo.com/business/economics/kdnxq0o32z
PA_01_BIZ_180.jpg,Real,Real,0.18,confirmed,The business report regarding rawhide prices increasing slightly on the second day of Eid matches Prothom Alo branding and layout and is confirmed on the claimed outlet's domain., https://www.prothomalo.com/business/zk5l3l9w8e
PA_01_BIZ_181.jpg,Real,Real,0.45,confirmed,The business report regarding vegetable exports decreasing in European markets following the Middle East matches Prothom Alo branding and layout and is confirmed on the claimed outlet's domain., https://www.prothomalo.com/business/analysis/9yicx354o0
